,ID,First_Policy,Education,Salary,Area,Children,CMV,Claims,Motor,Household,Health,Life,Work_Compensations,Abandoned,Education_Class,Higher_Education,Years_Education,Customer_Years,Annual_Profit,Total_Premiums,Salary_Invested,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share,Incoherent
108,110,1980,High School,2126.0,3,1,317.29,0.54,368.29,158.35,189.37,22.67,0.0,1,2,0,12,36.0,8.813611111111111,738.68,2.895421762307933,49.857854551361896,21.43688742080468,25.636270103427737,3.0689879244056972,0.0,0
109,111,1990,BSc/MSc,2039.0,4,1,385.66,0.25,482.09,0.0,99.13,1.0,0.0,1,3,1,16,26.0,14.833076923076923,582.22,2.379516102664705,82.80203359554807,0.0,17.02621002370238,0.17175638074954483,0.0,0
110,112,1991,BSc/MSc,3507.0,3,0,343.52,0.43,330.95,72.8,108.91,35.23,99.35,0,3,1,16,25.0,13.7408,647.24,1.5379716756962265,51.13250108151536,11.247759718187998,16.82683394104196,5.443112292194549,15.34979296706013,0
111,114,1993,BSc/MSc,2257.0,3,1,231.49,0.66,285.83,182.25,231.82,29.34,29.56,0,3,1,16,23.0,10.064782608695653,758.8,2.8016541131295227,37.66868740115973,24.018186610437535,30.550869794412232,3.866631523458092,3.8956246705324196,0
112,115,1992,BSc/MSc,2059.0,4,1,344.3,0.49,405.3,187.25,136.58,9.78,0.0,1,3,1,16,24.0,14.345833333333333,738.91,2.9905698559171117,54.85106440567864,25.34138122369436,18.483983164390793,1.3235712062362128,0.0,0
113,116,1988,High School,1834.0,3,1,330.51,0.48,359.29,127.25,187.59,2.89,0.89,0,2,0,12,28.0,11.803928571428571,677.91,3.080288985823337,52.99966072192475,18.770928294316356,27.671814842678234,0.4263102771754363,0.13128586390523816,0
114,117,1994,BSc/MSc,2684.0,1,1,498.54,0.14,506.54,10.0,71.68,7.89,14.89,0,3,1,16,22.0,22.66090909090909,611.0,1.8970442126179832,82.90343698854338,1.6366612111292964,11.731587561374797,1.2913256955810146,2.436988543371522,0
115,118,1979,High School,3128.0,4,1,283.95,0.61,279.61,251.7,178.7,29.34,60.9,0,2,0,12,37.0,7.674324324324324,800.25,2.131953324808184,34.94033114651672,31.452671040299908,22.33052171196501,3.666354264292409,7.610121836925961,0
116,119,1978,High School,2181.0,3,1,525.88,0.41,142.47,437.3,246.49,43.12,70.46,0,2,0,12,38.0,13.838947368421053,939.84,3.591013296652912,15.15896322778345,46.52919645897174,26.226804562478716,4.588014981273408,7.497020769492679,0
117,120,1986,BSc/MSc,3650.0,3,0,305.05,0.62,324.95,330.05,159.14,31.34,26.56,0,3,1,16,30.0,10.168333333333333,872.04,1.990958904109589,37.26319893582863,37.84803449383056,18.249162882436583,3.593871840741251,3.0457318471629744,0
118,121,1989,High School,1444.0,1,1,422.18,0.56,311.17,511.75,109.02,8.89,64.57,0,2,0,12,27.0,15.636296296296296,1005.4000000000001,5.802169898430287,30.94987069822956,50.90013924806047,10.843445394867713,0.8842251840063656,6.422319474835884,0
119,122,1997,BSc/MSc,2402.0,4,1,290.17,0.57,273.94,181.7,199.15,29.45,41.23,0,3,1,16,19.0,15.272105263157895,725.47,2.516895642520122,37.760348463754525,25.0458323569548,27.451169586612817,4.059437330282437,5.683212262395412,0
120,123,1997,Basic,1518.0,1,1,643.24,0.18,286.5,294.5,78.57,87.24,68.68,0,1,0,9,19.0,33.85473684210526,815.49,4.476778656126482,35.13225177500644,36.11325706017241,9.63469815693632,10.697862634734943,8.421930373149886,0
121,124,1991,Basic,2957.0,1,1,68.35,0.89,230.71,343.95,152.03,93.35,36.23,0,1,0,9,25.0,2.734,856.27,2.4131157704881074,26.94360423698133,40.168404825580716,17.754913753839325,10.901935137281464,4.231142046317166,0
122,125,1980,BSc/MSc,2614.0,1,1,319.31,0.35,442.64,0.0,130.69,11.89,0.0,1,3,1,16,36.0,8.869722222222222,585.2199999999999,1.8656592705942359,75.63651276443048,0.0,22.331772666689453,2.0317145688800795,0.0,0
123,126,1991,High School,1412.0,1,1,180.04,0.64,240.38,3.9,227.82,66.68,35.34,0,2,0,12,25.0,7.2016,574.12,3.3883380547686497,41.86929561764091,0.6793004946701038,39.68159966557514,11.614296662718598,6.155507559395249,0
124,127,1977,High School,1853.0,4,1,-21.0,0.99,478.09,108.9,94.35,9.89,13.89,0,2,0,12,39.0,-0.5384615384615384,705.12,3.17107393416082,67.80264352167006,15.444179714091218,13.380701157249831,1.402598139323803,1.9698774676650783,0
125,128,1978,High School,3481.0,3,0,-19.11,1.0,132.58,750.15,168.7,71.79,65.9,0,2,0,12,38.0,-0.5028947368421053,1189.1200000000001,2.846691563726899,11.14942142088267,63.08446582346608,14.186961786867597,6.037237621097955,5.541913347685683,0
126,129,1982,BSc/MSc,3971.0,1,0,23.8,0.91,202.04,0.0,173.81,98.24,106.02,1,3,1,16,34.0,0.7000000000000001,580.11,1.217388567111559,34.82787747151402,0.0,29.961559014669632,16.934719277378427,18.275844236437916,0
127,130,1979,PhD,3272.0,1,1,93.25,0.82,437.75,87.8,83.46,37.34,6.89,0,4,1,20,37.0,2.52027027027027,653.24,1.6637123064384678,67.01212418100545,13.440695609576878,12.77631498377319,5.716122711407753,1.0547425142367277,0
128,131,1989,High School,1615.0,4,1,317.06,0.49,219.04,113.35,311.06,10.78,20.45,0,2,0,12,27.0,11.742962962962963,674.6800000000001,3.4813209494324053,32.4657615462145,16.800557301239103,46.1048200628446,1.5977945099899207,3.031066579711863,0
129,132,1997,High School,2328.0,2,1,518.1,0.12,489.87,44.45,74.57,5.0,3.78,0,2,0,12,19.0,27.26842105263158,617.6700000000001,2.211018041237114,79.30933993880225,7.196399371832856,12.072789677335791,0.8094937426133695,0.6119772694157073,0
130,133,1994,BSc/MSc,1423.0,4,1,-67.23,1.06,167.92,171.7,347.51,21.56,20.67,0,3,1,16,22.0,-3.055909090909091,729.3599999999999,4.271257905832747,23.022924207524404,23.541186793901506,47.64588132060986,2.9560162334101134,2.83399144455413,0
131,134,1978,BSc/MSc,3577.0,2,0,100.79,0.82,243.27,138.35,237.71,35.34,47.9,0,3,1,16,38.0,2.652368421052632,702.57,1.636776628459603,34.62573124386182,19.69198798696215,33.83435102552059,5.030103761902729,6.817825981752708,0
132,135,1976,PhD,1810.0,2,1,543.21,0.14,490.98,79.45,86.35,0.0,3.89,1,4,1,20,40.0,13.580250000000001,660.6700000000001,3.041758747697975,74.31546763134394,12.025670909833956,13.070065236805059,0.0,0.5887962220170432,0
133,137,1988,BSc/MSc,2516.0,4,0,241.72,0.65,232.49,225.6,256.27,41.12,5.89,0,3,1,16,28.0,8.632857142857143,761.37,2.5217607313195547,30.535744775864558,29.6307971157256,33.659061954109035,5.4007906799584955,0.773605474342304,0
134,138,1994,High School,3799.0,4,0,456.76,0.31,354.51,127.25,105.13,104.02,9.89,0,2,0,12,22.0,20.76181818181818,700.8,1.5372466438536456,50.58647260273973,18.1578196347032,15.00142694063927,14.843036529680365,1.411244292237443,0
135,139,1979,High School,2538.0,2,1,149.59,0.69,194.26,305.6,0.0,37.34,17.67,0,2,0,12,37.0,4.042972972972973,554.87,1.8218741791436825,35.01000234289113,55.07596373925424,0.0,6.72950420819291,3.184529709661723,0
136,140,1978,High School,3221.0,1,1,649.67,0.25,320.17,349.5,193.48,30.45,5.0,0,2,0,12,38.0,17.09657894736842,898.6000000000001,2.324847355893615,35.62986868462052,38.893834854217666,21.531270865791228,3.3886044958824835,0.5564210994880925,0
137,141,1987,High School,2765.0,1,1,511.42,0.41,285.83,364.5,149.36,73.57,40.34,0,2,0,12,29.0,17.635172413793104,913.6,2.753465943339361,31.28612084063047,39.89711033274956,16.34851138353765,8.052758318739054,4.415499124343258,0
138,142,1997,PhD,3097.0,1,0,-12.11,0.98,391.63,152.25,131.47,18.67,5.78,0,4,1,20,19.0,-0.6373684210526316,699.8,1.883005058658917,55.963132323521016,21.756216061731926,18.78679622749357,2.667905115747357,0.8259502715061448,0
139,143,1984,PhD,1266.0,2,1,210.71,0.66,213.04,138.35,287.5,19.56,42.23,0,4,1,20,32.0,6.5846875,700.68,4.6121642969984205,30.404749671747446,19.74510475538049,41.03156933264829,2.7915738996403494,6.027002340583433,0
140,144,1996,BSc/MSc,2617.0,4,1,-42.45,1.02,146.36,353.95,220.04,121.8,42.01,0,3,1,16,20.0,-2.1225,884.16,2.815437523882308,16.553564965617085,40.03234708650018,24.886898298950417,13.775787187839306,4.751402461093015,0
141,145,1996,High School,1807.0,4,1,-44.78,1.03,345.73,18.9,180.48,35.34,19.78,0,2,0,12,20.0,-2.239,600.23,2.768077845415975,57.599586825050395,3.148792962697632,30.068473751728504,5.887743031837796,3.2954034286856704,0
142,146,1983,Basic,2554.0,1,1,-96.11,1.12,144.36,0.0,381.85,47.23,12.78,1,1,0,9,33.0,-2.9124242424242426,586.22,1.9127512398851476,24.625567193203917,0.0,65.13766162874006,8.056702261949438,2.1800689161065807,0
143,147,1992,BSc/MSc,2342.0,4,1,72.8,0.85,272.72,97.8,177.7,48.12,57.79,0,3,1,16,24.0,3.033333333333333,654.13,2.327533447196129,41.69201840612723,14.951156497943833,27.16585388225582,7.356335896534327,8.834635317138794,0
144,148,1979,High School,2951.0,3,1,374.41,0.43,116.69,123.9,173.81,131.47,151.25,0,2,0,12,37.0,10.11918918918919,697.12,1.9685982152942507,16.73886848749139,17.773123708974065,24.932579756713334,18.8590199678678,21.696408078953407,0
145,149,1982,BSc/MSc,2649.0,3,1,521.99,0.09,522.1,15.0,44.12,9.89,7.89,0,3,1,16,34.0,15.35264705882353,599.0,1.8843588775638607,87.16193656093489,2.5041736227045077,7.365609348914857,1.651085141903172,1.3171953255425708,0
146,150,1989,Basic,984.0,4,1,255.71,0.63,64.9,197.25,29.56,18.56,451.53,0,1,0,9,27.0,9.470740740740741,761.8,6.451558265582655,8.519296403255447,25.89262273562615,3.8802835389866104,2.4363349960619582,59.27146232606984,0
147,151,1993,High School,3686.0,4,0,463.54,0.47,264.94,426.75,167.81,30.45,31.34,0,2,0,12,23.0,20.153913043478262,921.2900000000001,2.0828585639356123,28.757503066352612,46.32091958015391,18.21467724603545,3.3051482160883108,3.4017518913697096,0
148,152,1977,High School,1146.0,3,1,433.97,0.48,165.03,358.95,241.38,6.89,106.91,0,2,0,12,39.0,11.127435897435898,879.16,6.392961023851076,18.771327175940673,40.82874562081987,27.455753218981755,0.783702625233177,12.160471359024523,0
149,153,1981,High School,1753.0,4,0,10.34,0.97,125.8,785.7,79.57,136.47,101.13,0,2,0,12,35.0,0.29542857142857143,1228.67,5.8407967294162395,10.238713405552344,63.94719493435992,6.476108312240063,11.1071321021918,8.23085124565587,0
150,154,1990,BSc/MSc,1684.0,3,1,-40.55,1.03,423.08,0.0,129.47,8.78,11.78,1,3,1,16,26.0,-1.5596153846153844,573.1099999999999,2.836055027711797,73.8217794140741,0.0,22.590776639737577,1.531992113206889,2.0554518329814524,0
151,155,1997,BSc/MSc,2333.0,2,0,477.21,0.12,512.32,0.0,58.9,3.89,4.0,1,3,1,16,19.0,25.116315789473685,579.11,2.0685455065009286,88.46678523941911,0.0,10.170779299269569,0.6717203985425912,0.6907150627687314,0
152,156,1986,BSc/MSc,1354.0,3,0,589.33,0.43,100.13,614.55,321.84,0.0,48.23,1,3,1,16,30.0,19.644333333333336,1084.75,6.676206302314131,9.230698317584697,56.65360682184834,29.669509103480063,0.0,4.446185757086886,0
153,157,1984,High School,3825.0,4,0,130.04,0.78,321.95,175.6,189.59,20.56,3.78,0,2,0,12,32.0,4.06375,711.4799999999999,1.550065359477124,45.25074492606961,24.68094675886884,26.64727047843931,2.8897509416989937,0.5312868949232585,0
154,158,1988,BSc/MSc,1181.0,3,1,343.07,0.44,395.52,93.35,135.36,12.78,14.67,0,3,1,16,28.0,12.2525,651.68,4.598362969235112,60.69236435060152,14.324515099435306,20.77093051804567,1.9610851951878223,2.2511048367296835,0
155,159,1976,BSc/MSc,3044.0,2,1,413.31,0.22,484.98,0.0,71.79,26.56,11.67,1,3,1,16,40.0,10.33275,594.9999999999999,1.6288874288217254,81.50924369747901,0.0,12.065546218487398,4.463865546218488,1.9613445378151264,0
156,160,1996,BSc/MSc,2234.0,2,1,-52.0,1.05,497.76,0.0,91.35,7.89,0.0,1,3,1,16,20.0,-2.6,597.0,2.2269471799462845,83.37688442211055,0.0,15.30150753768844,1.321608040201005,0.0,0
157,161,1983,BSc/MSc,3082.0,4,1,509.11,0.06,551.66,0.0,28.45,7.0,0.0,1,3,1,16,33.0,15.427575757575758,587.11,1.5874702574086093,93.96194920883649,0.0,4.845769957929519,1.1922808332339765,0.0,0
158,162,1975,BSc/MSc,2285.0,1,0,471.21,0.25,349.4,87.8,142.47,9.78,68.79,0,3,1,16,41.0,11.492926829268292,658.2399999999999,2.4005835156819835,53.08094312105007,13.338599902771028,21.64408118619349,1.4857802625182306,10.450595527467188,0
159,163,1984,BSc/MSc,1652.0,1,1,423.64,0.3,429.97,63.35,124.69,18.67,1.89,0,3,1,16,32.0,13.23875,638.5699999999999,3.221196529459241,67.33326025337865,9.920603849225614,19.526441893606027,2.923720187293484,0.2959738164962338,0
160,164,1991,High School,2412.0,4,1,103.02,0.81,416.08,128.35,127.47,7.89,0.0,1,2,0,12,25.0,4.1208,679.79,2.348638750690989,61.20713749834508,18.880830844819723,18.75137910236985,1.1606525544653494,0.0,0
161,165,1997,BSc/MSc,1402.0,2,1,269.61,0.51,282.72,38.35,249.38,18.56,6.67,0,3,1,16,19.0,14.190000000000001,595.68,3.5406562054208273,47.46172441579372,6.438020413644911,41.86475960247113,3.1157668546870805,1.1197287134031695,0
162,166,1981,BSc/MSc,2155.0,4,0,446.08,0.26,429.97,64.45,117.8,12.67,10.67,0,3,1,16,35.0,12.745142857142858,635.56,2.4576952822892495,67.65214928566934,10.140663352004532,18.534835420731323,1.9935175278494557,1.6788344137453586,0
163,167,1995,Basic,3617.0,4,1,493.43,0.52,120.8,599.0,160.14,128.69,80.57,0,1,0,9,21.0,23.496666666666666,1089.1999999999998,2.509446133996866,11.0907087770841,54.994491369812714,14.702533969886156,11.815093646713185,7.397172236503858,0
164,168,1996,BSc/MSc,3994.0,2,0,188.93,0.67,228.6,97.25,284.61,14.67,25.67,0,3,1,16,20.0,9.4465,650.8,1.357870138541145,35.1259987707437,14.943146896127843,43.73232944068839,2.2541487400122926,3.9443761524277816,0
165,169,1977,High School,927.0,4,1,205.16,0.72,158.03,313.4,245.38,93.13,9.89,0,2,0,12,39.0,5.260512820512821,819.8299999999999,7.369920891765551,19.275947452520647,38.227437395557615,29.930595367332252,11.359672127148311,1.206347657441177,0
166,170,1988,BSc/MSc,3196.0,3,0,211.84,0.58,249.38,0.0,311.17,4.78,3.78,1,3,1,16,28.0,7.565714285714286,569.1099999999999,1.483912181894034,43.81929679675283,0.0,54.67660030574055,0.8399079264114145,0.6641949710952189,0
167,171,1984,Basic,3916.0,4,0,455.87,0.4,182.7,274.5,212.93,23.67,106.8,0,1,0,9,32.0,14.2459375,800.5999999999999,1.703694245829077,22.820384711466403,34.286784911316516,26.596302772920318,2.9565326005495884,13.339995003747191,0
168,173,1987,High School,2609.0,4,1,437.31,0.29,342.51,88.35,176.81,7.78,39.23,0,2,0,12,29.0,15.079655172413792,654.6800000000001,2.091094927813977,52.31716258324677,13.495142665118834,27.00708743202786,1.1883668357059938,5.992240483900531,0
169,174,1993,High School,2902.0,2,1,5.34,0.96,256.05,342.85,132.47,40.34,70.68,0,2,0,12,23.0,0.23217391304347826,842.3900000000001,2.4189926487479902,30.3956599674735,40.699675922078846,15.725495316895973,4.788755801944467,8.390412991607214,0
170,175,1990,PhD,1664.0,1,1,38.01,0.9,458.31,63.9,99.24,1.89,2.78,0,4,1,20,26.0,1.4619230769230769,626.12,3.135616987179487,73.19842841627803,10.205711365233501,15.849996805724142,0.3018590685491599,0.4440043442151664,0
171,176,1977,High School,2854.0,4,1,360.63,0.32,389.85,0.0,151.03,24.45,5.78,1,2,0,12,39.0,9.246923076923077,571.11,1.6675718290119133,68.26180595682094,0.0,26.444993083644132,4.281136733729054,1.012064225805887,0
172,177,1985,BSc/MSc,3198.0,4,0,-57.9,1.05,236.49,88.9,230.82,57.9,63.9,0,3,1,16,31.0,-1.867741935483871,678.01,1.7667552637064832,34.880016518930404,13.111901004409965,34.04374566746803,8.539697054615713,9.42463975457589,0
173,178,1987,High School,2103.0,3,1,453.2,0.28,455.42,78.35,104.13,3.0,19.78,0,2,0,12,29.0,15.62758620689655,660.68,2.6180060231415436,68.93200944481444,11.858993764000726,15.761034086093117,0.45407761700066607,2.993885088091058,0
174,179,1988,BSc/MSc,1979.0,3,1,74.35,0.86,324.06,113.35,216.93,11.67,25.67,0,3,1,16,28.0,2.6553571428571425,691.6799999999998,2.912582112177867,46.85114503816795,16.38763590099468,31.362768910478845,1.6871963913948649,3.711253758963684,0
175,180,1984,High School,1739.0,3,0,284.07,0.6,99.02,263.95,158.03,45.12,209.04,0,2,0,12,32.0,8.8771875,775.16,3.7145869273528844,12.774136952371123,34.05103462510966,20.386758862686413,5.820733783992981,26.967335775839828,0
176,181,1980,BSc/MSc,3234.0,3,0,61.13,0.91,162.81,397.85,242.38,76.68,38.45,0,3,1,16,36.0,1.6980555555555557,918.1700000000001,2.36592970521542,17.732010412015203,43.33075574240065,26.398161560495332,8.351394621910975,4.187677663177842,0
177,182,1982,High School,4091.0,1,0,-25.66,1.0,263.05,363.4,220.93,28.56,0.0,1,2,0,12,34.0,-0.7547058823529412,875.94,1.7842825714984114,30.030595702902023,41.486859830582,25.222047172180744,3.260497294335228,0.0,0
178,183,1995,High School,826.0,1,0,133.92,0.86,158.92,634.0,207.26,73.57,23.45,0,2,0,12,21.0,6.377142857142856,1097.2,11.069410815173528,14.484141450966092,57.78344877870944,18.889901567626683,6.7052497265767395,2.137258476121035,0
179,184,1977,BSc/MSc,2195.0,2,1,465.65,0.22,431.86,59.45,129.58,6.89,0.0,1,3,1,16,39.0,11.939743589743589,627.78,2.383371298405467,68.79161489693843,9.469877982732806,20.640988881455293,1.0975182388734908,0.0,0
180,185,1993,High School,2419.0,4,1,-62.23,1.07,0.0,253.95,230.6,5.89,43.12,0,2,0,12,23.0,-2.7056521739130432,533.56,1.8380873639244864,0.0,47.59539695629358,43.2191318689557,1.1039058400179924,8.081565334732739,0
181,186,1983,BSc/MSc,1020.0,1,1,426.64,0.27,451.64,53.35,101.02,1.89,14.67,0,3,1,16,33.0,12.928484848484848,622.5699999999999,5.086356209150327,72.5444528326132,8.569317506465138,16.226287806993593,0.30358032028526916,2.3563615336428034,0
182,187,1993,Basic,1247.0,2,1,-128.24,1.07,33.23,1026.3,82.57,75.68,212.15,0,1,0,9,23.0,-5.575652173913044,1429.93,9.555800588078055,2.323889980628422,71.77274412034154,5.774408537480856,5.292566769002679,14.83639059254649,0
183,188,1984,PhD,1924.0,4,1,422.99,0.19,461.2,0.0,92.13,3.89,7.89,1,4,1,20,32.0,13.2184375,565.1099999999999,2.4476351351351346,81.61242943851641,0.0,16.30302065084674,0.6883615579267754,1.396188352710092,0
184,189,1977,BSc/MSc,3035.0,3,1,201.82,0.79,233.71,560.65,200.26,6.89,56.01,0,3,1,16,39.0,5.174871794871795,1057.52,2.903679297089511,22.099818443150014,53.015545805280276,18.936757697253952,0.6515243210530297,5.296353733262728,0
185,190,1986,BSc/MSc,3057.0,2,1,9.34,0.94,314.95,24.45,129.58,9.89,120.69,0,3,1,16,30.0,0.31133333333333335,599.56,1.6343910151564711,52.53018880512376,4.077990526386017,21.61251584495297,1.6495429981986793,20.129761825338583,0
186,191,1978,BSc/MSc,2620.0,4,1,18.34,0.93,532.88,34.45,29.34,11.89,0.0,1,3,1,16,38.0,0.4826315789473684,608.5600000000001,1.9356234096692113,87.56408571052977,5.660904430130143,4.821217299855396,1.953792559484685,0.0,0
187,192,1996,Basic,1486.0,2,0,872.07,0.12,106.02,587.9,76.46,22.45,225.6,0,1,0,9,20.0,43.603500000000004,1018.4300000000001,5.711249439210409,10.410141099535558,57.72610783264436,7.507634299853695,2.204373398269886,22.15174336969649,0
188,193,1978,BSc/MSc,3544.0,4,1,436.42,0.25,421.3,34.45,150.14,0.0,17.67,1,3,1,16,38.0,11.484736842105264,623.56,1.4662340105342362,67.56366668804927,5.5247289755596904,24.077875424979155,0.0,2.8337289114118933,0
189,194,1991,PhD,2549.0,2,1,-25.0,1.0,491.87,39.45,80.35,5.89,6.0,0,4,1,20,25.0,-1.0,623.5600000000001,2.0385772198247682,78.88094168965296,6.326576432099556,12.885688626595673,0.9445763038039642,0.9622169478478413,0
190,195,1990,BSc/MSc,2349.0,4,1,-101.0,1.14,469.31,0.0,115.8,0.0,11.0,1,3,1,16,26.0,-3.8846153846153846,596.11,2.1147651482900525,78.72875811511298,0.0,19.425944875945714,0.0,1.8452970089413028,0
191,196,1986,BSc/MSc,3115.0,4,0,379.63,0.39,346.62,68.9,199.37,20.67,31.56,0,3,1,16,30.0,12.654333333333334,667.1199999999999,1.7846976993044403,51.957668785226055,10.327976975656556,29.88517807890635,3.0983930926969667,4.730783067514091,0
192,197,1994,BSc/MSc,3806.0,4,1,-51.54,1.05,499.76,0.0,60.9,22.56,2.0,1,3,1,16,22.0,-2.3427272727272728,585.2199999999999,1.281354002452268,85.39694473873074,0.0,10.406342913776017,3.8549605276648102,0.3417518198284406,0
193,198,1990,PhD,3746.0,3,0,168.71,0.66,211.93,0.0,289.5,58.01,12.67,1,4,1,20,26.0,6.488846153846154,572.11,1.272713116212849,37.043575536173115,0.0,50.60215692786352,10.13965845728968,2.2146090786736816,0
194,199,1995,BSc/MSc,3333.0,4,1,-30.78,1.01,488.87,8.9,64.68,5.78,7.89,0,3,1,16,21.0,-1.4657142857142857,576.12,1.4404440444044404,84.85558564188015,1.544817052003055,11.226827744219955,1.0032632090536695,1.3695063528431577,0
195,200,1996,BSc/MSc,3221.0,4,1,278.38,0.62,290.39,271.15,195.26,9.89,32.23,0,3,1,16,20.0,13.919,798.92,2.066956431749974,36.34781955640114,33.93956841736344,24.44049466780153,1.2379211936113754,4.03419616482251,0
196,201,1989,BSc/MSc,1938.0,1,1,303.09,0.38,390.52,0.0,167.81,0.0,0.0,1,3,1,16,27.0,11.225555555555555,558.3299999999999,2.4007997936016507,69.9442981749145,0.0,30.055701825085528,0.0,0.0,0
197,202,1991,Basic,2686.0,3,1,263.62,0.62,344.73,244.5,128.47,48.01,3.89,0,1,0,9,25.0,10.5448,769.6,2.3876892529163563,44.79339916839917,31.769750519750517,16.69308731808732,6.238305613305613,0.5054573804573805,0
198,203,1989,BSc/MSc,2544.0,4,1,183.26,0.84,163.03,927.4,159.92,45.23,34.34,0,3,1,16,27.0,6.787407407407407,1329.92,4.356394129979036,12.258632098171319,69.7335178055823,12.024783445620788,3.4009564485081807,2.5821102021174207,0
199,204,1996,High School,1592.0,3,1,50.9,0.88,185.7,53.35,267.94,67.79,42.01,0,2,0,12,20.0,2.545,616.79,3.2285908710217757,30.107492015110495,8.649621427065938,43.44104152142545,10.990774818009372,6.811070218388755,0
